ticket,symbol,profit,signal_conf,target_win,is_buy,hold_min,sl_distance,tp_distance,rr_ratio,dollar_risk,m1_scalp,m1_range_aligned,m1_has_pullback,h4_aligned,conqueror_bull,conqueror_bear,conqueror_bonus,channel_breakout,channel_bonus,ema50_bonus,model_m1_scalp,model_silver_ar,model_turtle_soup,model_fx_london,model_slingshot,model_ict,eu_london_breakout,eu_ny_reversion,eu_tight_range,eu_z_score,eu_asian_range_pips,kz_Asian,kz_London,kz_London_NY,kz_London_PM,kz_NY_Open,kz_NY_PM2,kz_Other,asset_Commodity,asset_Forex,asset_Index,regime_HIGH,regime_NORMAL,regime_UNKNOWN,hour_sin,hour_cos,dow_sin,dow_cos
8595391792,XAGUSD,-9.05,0.99,0,1,5.6,0.17799999999999727,0.3020000000000067,1.6966292134832097,8.899999999999864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-1.0,-1.8369701987210297e-16,-0.587785252292473,-0.8090169943749475
8595431958,XAGUSD,-7.7,0.99,0,1,5.366666666666666,0.1349999999999909,0.23700000000000898,1.7555555555557403,6.749999999999545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.9659258262890684,0.2588190451025203,-0.587785252292473,-0.8090169943749475
8595477939,XAGUSD,-7.25,0.99,0,1,3.25,0.14500000000001023,0.26599999999999113,1.834482758620499,7.250000000000512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,True,False,False,-0.9659258262890684,0.2588190451025203,-0.587785252292473,-0.8090169943749475
8595656015,XAUUSD,-53.77,0.99,0,0,4.966666666666667,4.710000000000036,7.360000000000582,1.5626326963907697,89.49000000000069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.0,1.0,-0.9510565162951536,0.30901699437494723
8595673622,XAGUSD,-10.45,0.99,0,0,2.0833333333333335,0.18500000000000227,0.3130000000000024,1.691891891891884,9.250000000000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,True,False,False,0.25881904510252074,0.9659258262890683,-0.9510565162951536,0.30901699437494723
8595690531,XAGUSD,-22.65,0.99,0,0,9.083333333333334,0.14700000000000557,0.24499999999999034,1.6666666666665377,22.050000000000836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.25881904510252074,0.9659258262890683,-0.9510565162951536,0.30901699437494723
8595707741,XAUUSD,-4.62,0.98,0,1,1.5833333333333333,4.569999999999709,6.3400000000001455,1.3873085339169693,4.569999999999709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.49999999999999994,0.8660254037844387,-0.9510565162951536,0.30901699437494723
8595727437,XAUUSD,23.46,0.99,1,1,16.516666666666666,4.690000000000509,7.670000000000073,1.6353944562898166,14.070000000001528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.7071067811865476,0.7071067811865476,-0.9510565162951536,0.30901699437494723
8596215397,XAUUSD,-30.26,0.99,0,0,3.816666666666667,14.859999999999673,2.1900000000005093,0.1473755047106701,29.719999999999345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,-0.2588190451025208,-0.9659258262890683,-0.9510565162951536,0.30901699437494723
8596283597,XAUUSD,-28.59,0.9199999999999999,0,1,1.9,9.260000000000218,11.680000000000291,1.2613390928725718,27.780000000000655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.4999999999999997,-0.8660254037844388,-0.9510565162951536,0.30901699437494723
8596283608,XAGUSD,-13.0,0.9199999999999999,0,1,2.1,0.25799999999999557,0.3569999999999993,1.3837209302325792,12.899999999999778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.4999999999999997,-0.8660254037844388,-0.9510565162951536,0.30901699437494723
8598602688,EURUSD,-25.76,0.76,0,1,3.2333333333333334,0.0012300000000000644,0.0028399999999999537,2.308943089430736,68.8800000000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,0.7071067811865476,-0.7071067811865475,0.0,1.0
8598665739,XAUUSD,-38.52,0.99,0,1,5.466666666666667,3.130000000000109,4.5900000000001455,1.4664536741214012,37.56000000000131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,0.49999999999999994,-0.8660254037844387,0.0,1.0
8574168456,EURUSD,-44.64,0.99,0,0,50.07532475,0.0007199999999998319,0.0009000000000001229,1.2500000000004625,44.63999999998958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,True,0.7071067811865476,0.7071067811865476,-0.9510565162951536,0.30901699437494723
8574168473,EURJPY,-28.69,0.99,0,0,20.215733250000003,0.11199999999999477,0.13599999999999568,1.2142857142857324,44.79999999999791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,True,0.7071067811865476,0.7071067811865476,-0.9510565162951536,0.30901699437494723
8574620767,XAUUSD,10.5,0.99,1,1,9.0511797,29.950000000000728,36.06999999999971,1.2043405676126488,599.0000000000146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,True,-0.7071067811865471,-0.7071067811865479,-0.9510565162951536,0.30901699437494723
8574634230,USDJPY,100.91,0.99,1,0,44.613943866666666,0.24199999999999022,0.1839999999999975,0.760330578512417,179.07999999999276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,True,-0.7071067811865471,-0.7071067811865479,-0.9510565162951536,0.30901699437494723
8574684752,XAGUSD,702.0,0.99,1,1,31.03003623333333,1.2590000000000003,2.016999999999996,1.6020651310563903,4532.4000000000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,True,-0.8660254037844385,-0.5000000000000004,-0.9510565162951536,0.30901699437494723
